company,address,industry,website,phone,contact_person,is_hotline,gender,position,email,url
Công Ty TNHH Cơ Khí Thái Long,"Số 1 Ngõ 46 Đường Nguyễn Hoàng Tôn, P. Xuân La, Q. Tây Hồ,","Cơ Khí -  Gia Công và Chế Tạo__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Vận Thăng, Vận Thăng Nâng Hàng, Vận Thăng Lồng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.thailong.com.vn__www.cautructhailong.com.vn,'0962255330__0964245188',Hotline,X,,Kinh doanh,kinhdoanh@thailong.com.vn,https://www.yellowpages.vn/lgs/1187733564/cong-ty-tnhh-co-khi-thai-long.html
Công Ty TNHH Xây Dựng Vinh Phương,"Thôn 9, X. Hồng Kì, H. Sóc Sơn,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Cơ Khí Xây Dựng (Vì Kèo Thép, Nhà Khung Thép, Kết Cấu Nhà Xưởng,..)__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.vinhphuong.bizz.vn,'0979849999__02435965169__0983299529',Mr. Trần Văn Quang,,male,,quangvinhphuongxd@gmail.com,https://www.yellowpages.vn/lgs/1187744742/cong-ty-tnhh-xay-dung-vinh-phuong.html
Công Ty TNHH Xây Dựng Thương Mại Phú Thành,"3/21A, Đường, ĐHT03, KP 1, P. Tân Hưng Thuận, Q. 12,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Nhà Xưởng, Nhà Công Nghiệp - Thi Công Nhà Xưởng, Nhà Công Nghiệp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.phuthanhcons.vn,'0903961017__02837193016',Lê Quang Hiển,,,,hienptcons@yahoo.com.vn,https://www.yellowpages.vn/lgs/1187760852/cong-ty-tnhh-xay-dung-thuong-mai-phu-thanh.html
Công Ty TNHH Thương Mại Cơ Khí Hòa Bình,"D9/40C,Quốc Lộ 1A, X. Bình Chánh, H. Bình Chánh,","Cơ Khí -  Gia Công và Chế Tạo__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0903805961',Ông Lý Hạng,,male,Giám Đốc,hoabinh@hoabinhmeco.com,https://www.yellowpages.vn/lgs/701130/cong-ty-tnhh-thuong-mai-co-khi-hoa-binh.html
Công Ty TNHH Thiết Bị Công Nghiệp Liên Phát,"B1/5, ấp 2, QL 1, Tân Kiên, Bình Chánh,","Pa Lăng Xích__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Động Cơ Giảm Tốc và Hộp Giảm Tốc__Pa Lăng Cáp__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.cautruc.net,'02862538723__0918708208',Hotline,X,,,,https://www.yellowpages.vn/lgs/1187726268/cong-ty-tnhh-thiet-bi-cong-nghiep-lien-phat.html
"Công Ty TNHH Sản Xuất Cơ Khí, Cầu Trục Và Lắp Máy Tân Cơ","Xưởng: 486 Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức,","Xây Dựng - Máy Móc và Thiết Bị Xây Dựng__Bê Tông - Máy Móc và Thiết Bị__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.tanco-cokhi.com,'02837268960__01219888899',Ông Nguyễn Văn Hải,,male,,,https://www.yellowpages.vn/lgs/967875/cong-ty-tnhh-san-xuat-co-khi-cau-truc-va-lap-may-tan-co.html
Công Ty CP Bê Tông Ly Tâm An Giang,"QL. 91, P. Mỹ Thới, TP. Long Xuyên,","Bê Tông (Cọc, ống Cống, Dầm,.) - Công Ty Sản Xuất và Cung Cấp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.aceco.com.vn,'02963931185',Văn Phòng,,,,btltag@vnn.vn,https://www.yellowpages.vn/lgs/961311/cong-ty-cp-be-tong-ly-tam-an-giang.html
Công Ty TNHH Kỹ Thuật Công Nghiệp An Thịnh,"1870/5/13 Tỉnh Lộ 10, P. Tân Tạo, Q. Bình Tân,","Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.anthinhtechnology.com,'02836369256__0917490989',Mr. Nguyễn Thành Điền,,male,Giám đốc,nguyendien.anthinh@gmail.com,https://www.yellowpages.vn/lgs/1187899335/cong-ty-tnhh-ky-thuat-cong-nghiep-an-thinh.html
Công Ty TNHH Sản Xuất Thương Mại Kỹ Thuật Hồng Việt,"403 Đường Tỉnh Lộ 8, X. Tân Hội An, H. Củ Chi,","Năng Lượng Mặt Trời - Thiết Bị Năng Lượng Mặt Trời__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.thegioiketcau.net,'0903008198',Mr. Hưng,,male,Giám Đốc,hov.steel@gmail.com,https://www.yellowpages.vn/lgs/1187900193/cong-ty-tnhh-san-xuat-thuong-mai-ky-thuat-hong-viet.html
Công Ty TNHH Sản Xuất Cơ Khí & Cầu Trục NMC - Chi Nhánh Hà Nội,"Tòa nhà Ngọc Khánh Plaza, Số 1 Phạm Huy Thông, P. Ngọc Khánh, Q. Ba Đình,","Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Bãi Đỗ Xe Tự Động, Bãi Đỗ Xe Thông Minh",www.nmc-vn.com.vn,'0912045080__02437721662',Mr. Chu Trường Sơn,,male,,son.sales@nmc.vn,https://www.yellowpages.vn/lgs/731640/cong-ty-tnhh-san-xuat-co-khi---cau-truc-nmc-chi-nhanh-ha-noi.html
DST Group - Công Ty TNHH Cơ Khí Xây Dựng DST Việt Nam,"Số 83 Đường 32, P. Phú Thịnh, TX. Sơn Tây,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Thép - Công Ty Thép (Sản Xuất, Kinh Doanh Và Phân Phối)__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Nâng Hạ__Thép ống (Mạ Kẽm, Đen, Đúc, Hàn)__Thép Hình U, I, V, H__Thép Hộp (Mạ Kẽm, Vuông, Chữ Nhật, Đen)",www.dst.com.vn,'0941915568__0243368899',Mr. Thịnh,,male,TP Kinh Doanh,dstvietnam@dst.com.vn,https://www.yellowpages.vn/lgs/1187911119/dst-group-cong-ty-tnhh-co-khi-xay-dung-dst-viet-nam.html
Công Ty TNHH Thiết Bị Long Giang,"Số 2, Ngách 70, Ngõ 44, Phố Trần Thái Tông, P. Dịch Vọng Hậu, Q. Cầu Giấy,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cautruclonggiang.com,'0913563136__0938037960__02437682563',Mr. Thế,,male,Giám Đốc,cautruclonggiang@gmail.com,https://www.yellowpages.vn/lgs/1187878986/cong-ty-tnhh-thiet-bi-long-giang.html
Công Ty TNHH MTT Hàn Quốc,"Số 6, Đường Liên Phường, Khu Merita, P. Long B, Tp. Thủ Đức,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.thietbicautrucmtt.com__www.mttkorea.com,'02836369761__0931525214__0937697683',Mr. Phan Ngọc Tú,,male,TP Kinh Doanh,koreamtt@gmai.com,https://www.yellowpages.vn/lgs/1187927124/cong-ty-tnhh-mtt-han-quoc.html
Quang Minh Q.M.C - Công Ty TNHH Sản Xuất Cơ Khí Xây Dựng Thương Mại Quang Minh Q.M.C,"C1/36 ấp 3,Quốc Lộ 1A, X. Bình Chánh, H. Bình Chánh,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.quangminhqmc.com,'02854292062__0903999475',Ông Đoàn Quang Minh,,male,,quangminhqmc@hcm.vnn.vn,https://www.yellowpages.vn/lgs/969339/quang-minh-q.m.c-cong-ty-tnhh-san-xuat-co-khi-xay-dung-thuong-mai-quang-minh-q.m.c.html
Công Ty TNHH Xây Dựng Thương Mại Phú Thành,"3/21A, Đường, ĐHT03, KP 1, P. Tân Hưng Thuận, Q. 12,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Nhà Xưởng, Nhà Công Nghiệp - Thi Công Nhà Xưởng, Nhà Công Nghiệp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.phuthanhcons.vn,'0903961017__02837193016',Lê Quang Hiển,,,,hienptcons@yahoo.com.vn,https://www.yellowpages.vn/lgs/1187760852/cong-ty-tnhh-xay-dung-thuong-mai-phu-thanh.html
Công Ty TNHH Sản Xuất Cơ Khí & Cầu Trục NMC,"4 Nguyễn Đình Chiểu, P. Đa Kao, Q.1,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Bãi Đỗ Xe Tự Động, Bãi Đỗ Xe Thông Minh",,'02839106322',Văn Phòng,,,,nmc.bd@nmc.vn,https://www.yellowpages.vn/lgs/711627/cong-ty-tnhh-san-xuat-co-khi---cau-truc-nmc.html
Công Ty CP Bê Tông Ly Tâm An Giang,"QL. 91, P. Mỹ Thới, TP. Long Xuyên,","Bê Tông (Cọc, ống Cống, Dầm,.) - Công Ty Sản Xuất và Cung Cấp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.aceco.com.vn,'02963931185',Văn Phòng,,,,btltag@vnn.vn,https://www.yellowpages.vn/lgs/961311/cong-ty-cp-be-tong-ly-tam-an-giang.html
Công Ty TNHH Thương Mại Cơ Khí Hòa Bình,"D9/40C,Quốc Lộ 1A, X. Bình Chánh, H. Bình Chánh,","Cơ Khí -  Gia Công và Chế Tạo__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0903805961',Ông Lý Hạng,,male,Giám Đốc,hoabinh@hoabinhmeco.com,https://www.yellowpages.vn/lgs/701130/cong-ty-tnhh-thuong-mai-co-khi-hoa-binh.html
Công Ty TNHH Xây Dựng Vinh Phương,"Thôn 9, X. Hồng Kì, H. Sóc Sơn,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Cơ Khí Xây Dựng (Vì Kèo Thép, Nhà Khung Thép, Kết Cấu Nhà Xưởng,..)__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.vinhphuong.bizz.vn,'0979849999__02435965169__0983299529',Mr. Trần Văn Quang,,male,,quangvinhphuongxd@gmail.com,https://www.yellowpages.vn/lgs/1187744742/cong-ty-tnhh-xay-dung-vinh-phuong.html
Công Ty Cổ Phần Nhà Khung Thép Và Thiết Bị Công Nghiệp,"Phòng 408 Tòa Nhà Vimeco CT2, Nguyễn Chánh, P. Trung Hòa, Q. Cầu Giấy,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Xà Gồ Thép, Thép Hộp, Mạ Kẽm__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.seico.vn,'02422106611__0916030588',Mr. Nam,,male,Phòng kế hoạch,namsbc@seico.vn,https://www.yellowpages.vn/lgs/1187700021/cong-ty-co-phan-nha-khung-thep-va-thiet-bi-cong-nghiep.html
Công Ty TNHH Cơ Khí Cầu Trục & Thiết Bị Công Nghiệp Thới An,"C124, Khu dân cư Thới An, Đường Lê Thị Riêng, P. Thới An, Q. 12,","Cân Điện Tử__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cautructhoian.com,'02862991951__0909783803__0906777516',Phòng Kinh Doanh,,,,cokhithoian@gmail.com,https://www.yellowpages.vn/lgs/1187684760/cong-ty-tnhh-co-khi-cau-truc---thiet-bi-cong-nghiep-thoi-an.html
Công Ty TNHH Đầu Tư  Thương Mại Và Dịch Vụ Kỹ Thuật Nhật Minh,"Số 6 , A4 Khu B , TT ĐH Mỏ Địa Chất  ,Cổ Nhuế  ,Từ Liêm","Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.nhatminhco.com,'0964400022__02463293579',Lê Minh Dũng,,,,,https://www.yellowpages.vn/lgs/1187756067/cong-ty-tnhh-dau-tu--thuong-mai-va-dich-vu-ky-thuat-nhat-minh.html
Công Ty TNHH Thiết Bị Công Nghiệp CMI VIệt Nam,"Số Nhà 2A, Ngõ 351/36, Đường Lĩnh Nam, P. Vĩnh Hưng, Q. Hoàng Mai,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cmi-crane.com,'0976076220__0383953528',Nguyễn Mạnh Hùng,,,,info.cmicrane@gmail.com,https://www.yellowpages.vn/lgs/1187857002/cong-ty-tnhh-thiet-bi-cong-nghiep-cmi-viet-nam.html
Công Ty TNHH Kỹ Thuật & Thương Mại Việt An Phú,"26/2 Sơn Kỳ, P. Sơn Kỳ, Q. Tân Phú,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0938843578__02862693211',Ông Nguyễn Thắng Lợi,,male,,info.vaptech@gmail.com,https://www.yellowpages.vn/lgs/1187682075/cong-ty-tnhh-ky-thuat---thuong-mai-viet-an-phu.html
Công ty TNHH Máy Móc Xây Dựng XCMG-Xuzhou,"Số 80, Đường Xuhai, Khu Phát triển Kinh tế & Công nghệ, Từ Châu, Giang Tô","Xây Dựng - Máy Móc và Thiết Bị Xây Dựng__Cẩu Tháp, Cần Cẩu Tháp, Cần Trục Tháp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.xcmg.com,,Wang Tan,,,,wangtan@xcmgjj.com,https://www.yellowpages.vn/lgs/1187899161/cong-ty-tnhh-may-moc-xay-dung-xcmg-xuzhou.html
Công Ty TNHH Thương Mại & Sản Xuất Cơ Khí TMC,"44/9 Đường An Phú 35, X. Bình Chuẩn, H. Thuận An,","Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.tmccrane.com,'0938803034__0908002134__0902998382',Mr. Nguyễn Tôn Nam,,male,,tmccranes@gmail.com,https://www.yellowpages.vn/lgs/1187699853/cong-ty-tnhh-thuong-mai---san-xuat-co-khi-tmc.html
Công Ty TNHH Liftec Việt Nam,"Lô D3-1, KCN Hà Nội - Đài Tư 386 Nguyễn Văn Linh, Q. Long Biên,","Vận Thăng, Vận Thăng Nâng Hàng, Vận Thăng Lồng__Cẩu Tháp, Cần Cẩu Tháp, Cần Trục Tháp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.liftecvn.com,'0944797991__02435563786',Mr. Phạm Xuân Hưng,,male,TP Marketing,liftecvn.ltd@gmail.com,https://www.yellowpages.vn/lgs/1187689428/cong-ty-tnhh-liftec-viet-nam.html
Công Ty TNHH Tập Đoàn Naza Việt Nam,"Số 1, Đường Cây Đa, Thôn Huỳnh Cung, X. Tam Hiệp, H. Thanh Trì,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.nazacrane.com,'024666677778__02466667778__0967070790',Hotline,X,,,naza.crane@gmail.com,https://www.yellowpages.vn/lgs/1187921970/cong-ty-tnhh-tap-doan-naza-viet-nam.html
Công Ty TNHH LEXFAS,"Số 13/367 Hoàng Quốc Việt, Cầu Giấy,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Nhà Xưởng, Nhà Công Nghiệp - Thi Công Nhà Xưởng, Nhà Công Nghiệp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế__Tôn Mạ Kẽm, Tôn Mạ Màu, Tôn Lạnh__Thiết Bị Nâng Hạ",www.sandecking.com__www.tonmamau.bizz.vn,'0982178034__02439503568__0944012188',Mr. Chanh Lee,,male,,lxchanh@gmail.com,https://www.yellowpages.vn/lgs/1187843865/cong-ty-tnhh-lexfas.html
Công Ty TNHH MTV Thiết Bị Cần Trục An Phát Đạt,"165/75 Nguyễn Thái Bình, P. Nguyễn Thái Bình, Q. 1,","Thiết Bị Nâng Hạ__Cẩu Tháp, Cần Cẩu Tháp, Cần Trục Tháp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.anpcranes.com.vn,'0944262929__02839141801',Mr. Huỳnh Chí Thiện,,male,,anpcranes@anpcranes.com.vn,https://www.yellowpages.vn/lgs/1198149/cong-ty-tnhh-mtv-thiet-bi-can-truc-an-phat-dat.html
Công Ty TNHH Một Thành Viên Việt Gia Hùng,"Shophouse 0.31, Cao ốc An Lạc, Đường số 7, P. An Lạc A, Q. Bình Tân,","Cơ Khí -  Gia Công và Chế Tạo__Nhà Xưởng, Nhà Công Nghiệp - Thi Công Nhà Xưởng, Nhà Công Nghiệp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",,'02837544490__0903618339',Hotline,X,,,vietgiahung1688@gmail.com,https://www.yellowpages.vn/lgs/1178481/cong-ty-tnhh-mot-thanh-vien-viet-gia-hung.html
Công Ty TNHH Cơ Khí Thái Long,"Số 1 Ngõ 46 Đường Nguyễn Hoàng Tôn, P. Xuân La, Q. Tây Hồ,","Cơ Khí -  Gia Công và Chế Tạo__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Vận Thăng, Vận Thăng Nâng Hàng, Vận Thăng Lồng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.thailong.com.vn__www.cautructhailong.com.vn,'0962255330__0964245188',Hotline,X,,Kinh doanh,kinhdoanh@thailong.com.vn,https://www.yellowpages.vn/lgs/1187733564/cong-ty-tnhh-co-khi-thai-long.html
Công Ty TNHH Thiết Bị Nâng Tae Seung Vina,"108/10 Đường Cộng Hòa, P. 4, Q. Tân Bình,","Pa Lăng Xích__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Pa Lăng Cáp__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Thiết Bị Nâng Hạ - Phụ Tùng Thiết Bị Nâng Hạ",www.palanghanquoc.com,'0933070487',Hotline,X,,,info@taeseungvina.com,https://www.yellowpages.vn/lgs/1187715396/cong-ty-tnhh-thiet-bi-nang-tae-seung-vina.html
Công Ty TNHH Thang Máy Kỹ Thuật Điện Minh Quân,"Số 64A, Tổ 25, KP. 2, P. Trảng Dài, TP. Biên Hòa,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Năng Lượng Mặt Trời - Thiết Bị Năng Lượng Mặt Trời__Thiết Bị Điện - Sản Xuất và Cung Cấp Thiết Bị Điện__Biến Tần (Inverter)__Thang Máy - Công Ty Thang Máy, Sản Xuất Và Lắp Đặt Thang Máy__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.thietbitudonghoa24h.com__www.thangmayminhquan.com,'0903226035__02513895022',Ông Vũ Văn Quân,,male,,thangmayminhquan@gmail.com,https://www.yellowpages.vn/lgs/1187736735/cong-ty-tnhh-thang-may-ky-thuat-dien-minh-quan.html
Công Ty TNHH Bách Sự Đắc,"49 Đường 39, P. Tân Quy, Q. 7,","Cẩu Tháp, Cần Cẩu Tháp, Cần Trục Tháp__Xây Dựng - Máy Móc và Thiết Bị Xây Dựng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0985881301',Mrs. Nguyễn Hoàng Hải Yến,,,Trợ lý giám đốc,hoangyen2087@gmail.com,https://www.yellowpages.vn/lgs/1187733540/cong-ty-tnhh-bach-su-dac.html
Công Ty CP Thiết Bị Nâng Hạ Và Xây Lắp Công Nghiệp Hà Nội,"Số 51/560 Nguyễn Văn Cừ, P. Gia Thụy, Q. Long Biên,","Thiết Bị Nâng Hạ__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.kgcranes.com.vn,'0985789247',Mr. Nhuận,X,male,Hotline,cautruchnc@gmail.com,https://www.yellowpages.vn/lgs/1187878998/cong-ty-cp-thiet-bi-nang-ha-va-xay-lap-cong-nghiep-ha-noi.html
Công Ty TNHH Kỹ Thuật Và Thiết Bị Kato,"Số 34, Ngõ 73, Phố Mễ Trì Thượng, P. Mễ Trì, Q. Nam Từ Liêm,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cautruckato.com.vn,'0916956238__0977768667',Mr. Cường,,male,,katocranes2405@gmail.com,https://www.yellowpages.vn/lgs/1187879004/cong-ty-tnhh-ky-thuat-va-thiet-bi-kato.html
Công Ty Cổ Phần Xây Dựng Công Nghiệp Alpha,"54 Lưu Hữu Phước, P. Cầu Diễn, Q. Nam Từ Liêm,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.alphaicc.com.vn,'02437876752__0948054789',Hotline,X,,,alphajsc@vnn.vn,https://www.yellowpages.vn/lgs/1187879001/cong-ty-co-phan-xay-dung-cong-nghiep-alpha.html
Công Ty TNHH Anpha Trường Phát,"110 An Nhơn, KP. 10, P. 17, Q. Gò Vấp,","Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'0932545879__0909791639',Mr. Nguyễn Xuân Quý,,male,,anphatruongphat@gmail.com,https://www.yellowpages.vn/lgs/1187751522/cong-ty-tnhh-anpha-truong-phat.html
Công Ty TNHH Máy Và Thiết Bị Công Nghiệp Cơ Đạt,"46/15 Dương Văn Dương, P. Tân Quý, Q. Tân Phú,","Xe Nâng Hàng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Nâng Hạ__Băng Tải - Các Công Ty Băng Tải__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..",www.thietbinang.com,'0917587000__02835591197__0902988775',Mr. Tâm,,male,Giám Đốc,congtycodat@gmail.com,https://www.yellowpages.vn/lgs/1187684604/cong-ty-tnhh-may-va-thiet-bi-cong-nghiep-co-dat.html
Công Ty Cổ Phần Kết Cấu Thép Và Cơ Khí Đông á,"KM 3, Quốc lộ 3, X. Dục Tú, H. Đông Anh,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Cơ Khí -  Gia Công và Chế Tạo__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế__Kim Khí - Vật Tư Và Phụ Kiện__Thiết Kế Xây Dựng - Công Ty Tư Vấn Thiết Kế Xây Dựng",www.steelbuildings.vn,'0988880818__02439616619',Ông Đào Đức Dư,,male,Tổng Giám Đốc,du0988880818@gmail.com,https://www.yellowpages.vn/lgs/119307873/cong-ty-co-phan-ket-cau-thep-va-co-khi-dong-a.html
Công Ty TNHH Sản Xuất Và Thương Mại Giang Long,"390 Điện Biên Phủ, P. Thanh Khê, Q. Thanh Khê,","Cơ Khí -  Gia Công và Chế Tạo__Xây Dựng - Máy Móc và Thiết Bị Xây Dựng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế__Cơ Khí - Chế Tạo Máy",www.cokhigianglong.com,'0905015030',Mr. Nguyễn Thanh Hải,,male,Giám Đốc,cokhigianglong@gmail.com,https://www.yellowpages.vn/lgs/1187769273/cong-ty-tnhh-san-xuat-va-thuong-mai-giang-long.html
Đan Hưng - Công Ty TNHH Thương Mại Đan Hưng,"47-49 Trần Quốc Hoàn, P. 4, Q. Tân Bình,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Công Nghiệp - Máy Móc Và Thiết Bị Công Nghiệp",,'02838118135__0838118135',Văn Phòng,,,,,https://www.yellowpages.vn/lgs/1025181/dan-hung-cong-ty-tnhh-thuong-mai-dan-hung.html
Tân Thắng Lợi - Công Ty TNHH Thương Mại Dịch Vụ Xây Dựng Tân Thắng Lợi,"37/45 Đường C1, P. 13, Q. Tân Bình,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thiết Bị Điện Công Nghiệp",,'0838109405__02838109405',Văn Phòng,,,,tanthangloi2004@yahoo.com,https://www.yellowpages.vn/lgs/967869/tan-thang-loi-cong-ty-tnhh-thuong-mai-dich-vu-xay-dung-tan-thang-loi.html
